LineId,Process,Content,EventId,EventTemplate,ParameterList,Timestamp,id
302,dnsmasq[3468],forwarded 3x6-.444-.Yy06n9bQUjN3K9W7/ujUucvF7LAx3DEg*S-.Vy7ZJur3KZuuy1VKZA1zGp44cmSfnsTB27-.f6AYoQ8TDhNyNIHKlw5EzF3vxGZTN5uSHc-.jQiuZg*8tppHkPskbPCCfKSMoXIac8iPz2-.payroll_2019.xlsx.email-19.kennedy-mendoza.info to 192.168.231.254,bef4b736,forwarded <*> to <*>,"['3x6-.444-.Yy06n9bQUjN3K9W7/ujUucvF7LAx3DEg*S-.Vy7ZJur3KZuuy1VKZA1zGp44cmSfnsTB27-.f6AYoQ8TDhNyNIHKlw5EzF3vxGZTN5uSHc-.jQiuZg*8tppHkPskbPCCfKSMoXIac8iPz2-.payroll_2019.xlsx.email-19.kennedy-mendoza.info', '192.168.231.254']",2022/01/24 03:57:06,302
303,dnsmasq[3468],reply 3x6-.444-.Yy06n9bQUjN3K9W7/ujUucvF7LAx3DEg*S-.Vy7ZJur3KZuuy1VKZA1zGp44cmSfnsTB27-.f6AYoQ8TDhNyNIHKlw5EzF3vxGZTN5uSHc-.jQiuZg*8tppHkPskbPCCfKSMoXIac8iPz2-.payroll_2019.xlsx.email-19.kennedy-mendoza.info is 195.128.194.168,a1c209ec,reply <*> is <*>,"['3x6-.444-.Yy06n9bQUjN3K9W7/ujUucvF7LAx3DEg*S-.Vy7ZJur3KZuuy1VKZA1zGp44cmSfnsTB27-.f6AYoQ8TDhNyNIHKlw5EzF3vxGZTN5uSHc-.jQiuZg*8tppHkPskbPCCfKSMoXIac8iPz2-.payroll_2019.xlsx.email-19.kennedy-mendoza.info', '195.128.194.168']",2022/01/24 03:57:06,303
304,dnsmasq[3468],query[PTR] 174.131.19.172.in-addr.arpa from 172.19.130.4,006ad4fc,query[PTR] <*>.in-addr.arpa from <*>,"['174.131.19.172', '172.19.130.4']",2022/01/24 03:57:10,304
305,dnsmasq[3468],forwarded 174.131.19.172.in-addr.arpa to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['174.131.19.172.in-addr.arpa', '127.0.0.1']",2022/01/24 03:57:10,305
306,dnsmasq[3468],forwarded 174.131.19.172.in-addr.arpa to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['174.131.19.172.in-addr.arpa', '127.0.0.1']",2022/01/24 03:57:10,306
307,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:10,307
308,dnsmasq[3468],reply 172.19.131.174 is vpn.smith.russellmitchell.com,a1c209ec,reply <*> is <*>,"['172.19.131.174', 'vpn.smith.russellmitchell.com']",2022/01/24 03:57:10,308
309,dnsmasq[3468],reply 172.19.131.174 is vpn.dmz.smith.russellmitchell.com,a1c209ec,reply <*> is <*>,"['172.19.131.174', 'vpn.dmz.smith.russellmitchell.com']",2022/01/24 03:57:10,309
310,dnsmasq[3468],query[AAAA] vpn.smith.russellmitchell.com from 172.19.130.4,1c20f0f3,query[AAAA] <*> from <*>,"['vpn.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:10,310
311,dnsmasq[3468],forwarded vpn.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:10,311
312,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:10,312
313,dnsmasq[3468],reply vpn.smith.russellmitchell.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['vpn.smith.russellmitchell.com', 'NODATA-IPv6']",2022/01/24 03:57:10,313
314,dnsmasq[3468],query[A] vpn.smith.russellmitchell.com from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['vpn.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:10,314
315,dnsmasq[3468],forwarded vpn.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:10,315
316,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:10,316
317,dnsmasq[3468],reply vpn.smith.russellmitchell.com is 172.19.131.174,a1c209ec,reply <*> is <*>,"['vpn.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:10,317
318,dnsmasq[3468],query[AAAA] vpn.dmz.smith.russellmitchell.com from 172.19.130.4,1c20f0f3,query[AAAA] <*> from <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:10,318
319,dnsmasq[3468],forwarded vpn.dmz.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.dmz.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:10,319
320,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:10,320
321,dnsmasq[3468],reply vpn.dmz.smith.russellmitchell.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['vpn.dmz.smith.russellmitchell.com', 'NODATA-IPv6']",2022/01/24 03:57:10,321
322,dnsmasq[3468],query[A] vpn.dmz.smith.russellmitchell.com from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:10,322
323,dnsmasq[3468],forwarded vpn.dmz.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.dmz.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:10,323
324,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:10,324
325,dnsmasq[3468],reply vpn.dmz.smith.russellmitchell.com is 172.19.131.174,a1c209ec,reply <*> is <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:10,325
326,dnsmasq[3468],query[PTR] 174.131.19.172.in-addr.arpa from 172.19.130.4,006ad4fc,query[PTR] <*>.in-addr.arpa from <*>,"['174.131.19.172', '172.19.130.4']",2022/01/24 03:57:15,326
327,dnsmasq[3468],forwarded 174.131.19.172.in-addr.arpa to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['174.131.19.172.in-addr.arpa', '127.0.0.1']",2022/01/24 03:57:15,327
328,dnsmasq[3468],forwarded 174.131.19.172.in-addr.arpa to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['174.131.19.172.in-addr.arpa', '127.0.0.1']",2022/01/24 03:57:15,328
329,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:15,329
330,dnsmasq[3468],reply 172.19.131.174 is vpn.smith.russellmitchell.com,a1c209ec,reply <*> is <*>,"['172.19.131.174', 'vpn.smith.russellmitchell.com']",2022/01/24 03:57:15,330
331,dnsmasq[3468],reply 172.19.131.174 is vpn.dmz.smith.russellmitchell.com,a1c209ec,reply <*> is <*>,"['172.19.131.174', 'vpn.dmz.smith.russellmitchell.com']",2022/01/24 03:57:15,331
332,dnsmasq[3468],query[AAAA] vpn.smith.russellmitchell.com from 172.19.130.4,1c20f0f3,query[AAAA] <*> from <*>,"['vpn.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:15,332
333,dnsmasq[3468],forwarded vpn.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:15,333
334,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:15,334
335,dnsmasq[3468],reply vpn.smith.russellmitchell.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['vpn.smith.russellmitchell.com', 'NODATA-IPv6']",2022/01/24 03:57:15,335
336,dnsmasq[3468],query[A] vpn.smith.russellmitchell.com from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['vpn.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:15,336
337,dnsmasq[3468],forwarded vpn.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:15,337
338,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:15,338
339,dnsmasq[3468],reply vpn.smith.russellmitchell.com is 172.19.131.174,a1c209ec,reply <*> is <*>,"['vpn.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:15,339
340,dnsmasq[3468],query[AAAA] vpn.dmz.smith.russellmitchell.com from 172.19.130.4,1c20f0f3,query[AAAA] <*> from <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:15,340
341,dnsmasq[3468],forwarded vpn.dmz.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.dmz.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:15,341
342,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:15,342
343,dnsmasq[3468],reply vpn.dmz.smith.russellmitchell.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['vpn.dmz.smith.russellmitchell.com', 'NODATA-IPv6']",2022/01/24 03:57:15,343
344,dnsmasq[3468],query[A] vpn.dmz.smith.russellmitchell.com from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:15,344
345,dnsmasq[3468],forwarded vpn.dmz.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.dmz.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:15,345
346,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:15,346
347,dnsmasq[3468],reply vpn.dmz.smith.russellmitchell.com is 172.19.131.174,a1c209ec,reply <*> is <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:15,347
348,dnsmasq[3468],query[PTR] 174.131.19.172.in-addr.arpa from 172.19.130.4,006ad4fc,query[PTR] <*>.in-addr.arpa from <*>,"['174.131.19.172', '172.19.130.4']",2022/01/24 03:57:15,348
349,dnsmasq[3468],forwarded 174.131.19.172.in-addr.arpa to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['174.131.19.172.in-addr.arpa', '127.0.0.1']",2022/01/24 03:57:15,349
350,dnsmasq[3468],forwarded 174.131.19.172.in-addr.arpa to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['174.131.19.172.in-addr.arpa', '127.0.0.1']",2022/01/24 03:57:15,350
351,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:15,351
352,dnsmasq[3468],reply 172.19.131.174 is vpn.smith.russellmitchell.com,a1c209ec,reply <*> is <*>,"['172.19.131.174', 'vpn.smith.russellmitchell.com']",2022/01/24 03:57:15,352
353,dnsmasq[3468],reply 172.19.131.174 is vpn.dmz.smith.russellmitchell.com,a1c209ec,reply <*> is <*>,"['172.19.131.174', 'vpn.dmz.smith.russellmitchell.com']",2022/01/24 03:57:15,353
354,dnsmasq[3468],query[AAAA] vpn.smith.russellmitchell.com from 172.19.130.4,1c20f0f3,query[AAAA] <*> from <*>,"['vpn.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:15,354
355,dnsmasq[3468],forwarded vpn.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:15,355
356,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:15,356
357,dnsmasq[3468],reply vpn.smith.russellmitchell.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['vpn.smith.russellmitchell.com', 'NODATA-IPv6']",2022/01/24 03:57:15,357
358,dnsmasq[3468],query[A] vpn.smith.russellmitchell.com from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['vpn.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:15,358
359,dnsmasq[3468],forwarded vpn.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:15,359
360,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:15,360
361,dnsmasq[3468],reply vpn.smith.russellmitchell.com is 172.19.131.174,a1c209ec,reply <*> is <*>,"['vpn.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:15,361
362,dnsmasq[3468],query[AAAA] vpn.dmz.smith.russellmitchell.com from 172.19.130.4,1c20f0f3,query[AAAA] <*> from <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:15,362
363,dnsmasq[3468],forwarded vpn.dmz.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.dmz.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:15,363
364,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:15,364
365,dnsmasq[3468],reply vpn.dmz.smith.russellmitchell.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['vpn.dmz.smith.russellmitchell.com', 'NODATA-IPv6']",2022/01/24 03:57:15,365
366,dnsmasq[3468],query[A] vpn.dmz.smith.russellmitchell.com from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:15,366
367,dnsmasq[3468],forwarded vpn.dmz.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.dmz.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:15,367
368,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:15,368
369,dnsmasq[3468],reply vpn.dmz.smith.russellmitchell.com is 172.19.131.174,a1c209ec,reply <*> is <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:15,369
370,dnsmasq[3468],query[PTR] 174.131.19.172.in-addr.arpa from 172.19.130.4,006ad4fc,query[PTR] <*>.in-addr.arpa from <*>,"['174.131.19.172', '172.19.130.4']",2022/01/24 03:57:16,370
371,dnsmasq[3468],forwarded 174.131.19.172.in-addr.arpa to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['174.131.19.172.in-addr.arpa', '127.0.0.1']",2022/01/24 03:57:16,371
372,dnsmasq[3468],forwarded 174.131.19.172.in-addr.arpa to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['174.131.19.172.in-addr.arpa', '127.0.0.1']",2022/01/24 03:57:16,372
373,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:16,373
374,dnsmasq[3468],reply 172.19.131.174 is vpn.smith.russellmitchell.com,a1c209ec,reply <*> is <*>,"['172.19.131.174', 'vpn.smith.russellmitchell.com']",2022/01/24 03:57:16,374
375,dnsmasq[3468],reply 172.19.131.174 is vpn.dmz.smith.russellmitchell.com,a1c209ec,reply <*> is <*>,"['172.19.131.174', 'vpn.dmz.smith.russellmitchell.com']",2022/01/24 03:57:16,375
376,dnsmasq[3468],query[AAAA] vpn.smith.russellmitchell.com from 172.19.130.4,1c20f0f3,query[AAAA] <*> from <*>,"['vpn.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:16,376
377,dnsmasq[3468],forwarded vpn.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:16,377
378,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:16,378
379,dnsmasq[3468],reply vpn.smith.russellmitchell.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['vpn.smith.russellmitchell.com', 'NODATA-IPv6']",2022/01/24 03:57:16,379
380,dnsmasq[3468],query[A] vpn.smith.russellmitchell.com from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['vpn.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:16,380
381,dnsmasq[3468],forwarded vpn.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:16,381
382,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:16,382
383,dnsmasq[3468],reply vpn.smith.russellmitchell.com is 172.19.131.174,a1c209ec,reply <*> is <*>,"['vpn.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:16,383
384,dnsmasq[3468],query[AAAA] vpn.dmz.smith.russellmitchell.com from 172.19.130.4,1c20f0f3,query[AAAA] <*> from <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:16,384
385,dnsmasq[3468],forwarded vpn.dmz.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.dmz.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:16,385
386,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:16,386
387,dnsmasq[3468],reply vpn.dmz.smith.russellmitchell.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['vpn.dmz.smith.russellmitchell.com', 'NODATA-IPv6']",2022/01/24 03:57:16,387
388,dnsmasq[3468],query[A] vpn.dmz.smith.russellmitchell.com from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:16,388
389,dnsmasq[3468],forwarded vpn.dmz.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.dmz.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:16,389
390,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:16,390
391,dnsmasq[3468],reply vpn.dmz.smith.russellmitchell.com is 172.19.131.174,a1c209ec,reply <*> is <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:16,391
392,dnsmasq[3468],query[PTR] 174.131.19.172.in-addr.arpa from 172.19.130.4,006ad4fc,query[PTR] <*>.in-addr.arpa from <*>,"['174.131.19.172', '172.19.130.4']",2022/01/24 03:57:16,392
393,dnsmasq[3468],forwarded 174.131.19.172.in-addr.arpa to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['174.131.19.172.in-addr.arpa', '127.0.0.1']",2022/01/24 03:57:16,393
394,dnsmasq[3468],forwarded 174.131.19.172.in-addr.arpa to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['174.131.19.172.in-addr.arpa', '127.0.0.1']",2022/01/24 03:57:16,394
395,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:16,395
396,dnsmasq[3468],reply 172.19.131.174 is vpn.smith.russellmitchell.com,a1c209ec,reply <*> is <*>,"['172.19.131.174', 'vpn.smith.russellmitchell.com']",2022/01/24 03:57:16,396
397,dnsmasq[3468],reply 172.19.131.174 is vpn.dmz.smith.russellmitchell.com,a1c209ec,reply <*> is <*>,"['172.19.131.174', 'vpn.dmz.smith.russellmitchell.com']",2022/01/24 03:57:16,397
398,dnsmasq[3468],query[AAAA] vpn.smith.russellmitchell.com from 172.19.130.4,1c20f0f3,query[AAAA] <*> from <*>,"['vpn.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:16,398
399,dnsmasq[3468],forwarded vpn.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:16,399
400,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:16,400
401,dnsmasq[3468],reply vpn.smith.russellmitchell.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['vpn.smith.russellmitchell.com', 'NODATA-IPv6']",2022/01/24 03:57:16,401
402,dnsmasq[3468],query[A] vpn.smith.russellmitchell.com from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['vpn.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:16,402
403,dnsmasq[3468],forwarded vpn.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:16,403
404,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:16,404
405,dnsmasq[3468],reply vpn.smith.russellmitchell.com is 172.19.131.174,a1c209ec,reply <*> is <*>,"['vpn.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:16,405
406,dnsmasq[3468],query[AAAA] vpn.dmz.smith.russellmitchell.com from 172.19.130.4,1c20f0f3,query[AAAA] <*> from <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:16,406
407,dnsmasq[3468],forwarded vpn.dmz.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.dmz.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:16,407
408,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:16,408
409,dnsmasq[3468],reply vpn.dmz.smith.russellmitchell.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['vpn.dmz.smith.russellmitchell.com', 'NODATA-IPv6']",2022/01/24 03:57:16,409
410,dnsmasq[3468],query[A] vpn.dmz.smith.russellmitchell.com from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:16,410
411,dnsmasq[3468],forwarded vpn.dmz.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.dmz.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:16,411
412,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:16,412
413,dnsmasq[3468],reply vpn.dmz.smith.russellmitchell.com is 172.19.131.174,a1c209ec,reply <*> is <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:16,413
414,dnsmasq[3468],query[PTR] 174.131.19.172.in-addr.arpa from 172.19.130.4,006ad4fc,query[PTR] <*>.in-addr.arpa from <*>,"['174.131.19.172', '172.19.130.4']",2022/01/24 03:57:17,414
415,dnsmasq[3468],forwarded 174.131.19.172.in-addr.arpa to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['174.131.19.172.in-addr.arpa', '127.0.0.1']",2022/01/24 03:57:17,415
416,dnsmasq[3468],forwarded 174.131.19.172.in-addr.arpa to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['174.131.19.172.in-addr.arpa', '127.0.0.1']",2022/01/24 03:57:17,416
417,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:17,417
418,dnsmasq[3468],reply 172.19.131.174 is vpn.smith.russellmitchell.com,a1c209ec,reply <*> is <*>,"['172.19.131.174', 'vpn.smith.russellmitchell.com']",2022/01/24 03:57:17,418
419,dnsmasq[3468],reply 172.19.131.174 is vpn.dmz.smith.russellmitchell.com,a1c209ec,reply <*> is <*>,"['172.19.131.174', 'vpn.dmz.smith.russellmitchell.com']",2022/01/24 03:57:17,419
420,dnsmasq[3468],query[AAAA] vpn.smith.russellmitchell.com from 172.19.130.4,1c20f0f3,query[AAAA] <*> from <*>,"['vpn.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:17,420
421,dnsmasq[3468],forwarded vpn.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:17,421
422,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:17,422
423,dnsmasq[3468],reply vpn.smith.russellmitchell.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['vpn.smith.russellmitchell.com', 'NODATA-IPv6']",2022/01/24 03:57:17,423
424,dnsmasq[3468],query[A] vpn.smith.russellmitchell.com from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['vpn.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:17,424
425,dnsmasq[3468],forwarded vpn.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:17,425
426,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:17,426
427,dnsmasq[3468],reply vpn.smith.russellmitchell.com is 172.19.131.174,a1c209ec,reply <*> is <*>,"['vpn.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:17,427
428,dnsmasq[3468],query[AAAA] vpn.dmz.smith.russellmitchell.com from 172.19.130.4,1c20f0f3,query[AAAA] <*> from <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:17,428
429,dnsmasq[3468],forwarded vpn.dmz.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.dmz.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:17,429
430,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:17,430
431,dnsmasq[3468],reply vpn.dmz.smith.russellmitchell.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['vpn.dmz.smith.russellmitchell.com', 'NODATA-IPv6']",2022/01/24 03:57:17,431
432,dnsmasq[3468],query[A] vpn.dmz.smith.russellmitchell.com from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:17,432
