LineId,Type,Timestamp,Content,EventId,EventTemplate,ParameterList
383,CRED_ACQ,(1643048221.840:2556),"pid=30573 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30573', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
384,LOGIN,(1643048221.840:2557),pid=30573 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=352 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=30573', 'ses=352']"
385,USER_START,(1643048221.844:2558),"pid=30573 uid=0 auid=0 ses=352 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30573', 'auid=0', ""ses=352 msg='op=PAM:session_open""]"
386,CRED_DISP,(1643048221.852:2559),"pid=30573 uid=0 auid=0 ses=352 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30573', 'auid=0', ""ses=352 msg='op=PAM:setcred""]"
387,USER_END,(1643048221.852:2560),"pid=30573 uid=0 auid=0 ses=352 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30573', 'auid=0', ""ses=352 msg='op=PAM:session_close""]"
388,USER_ACCT,(1643049541.869:2561),"pid=30579 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30579', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
389,CRED_ACQ,(1643049541.873:2562),"pid=30579 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30579', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
390,LOGIN,(1643049541.873:2563),pid=30579 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=353 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=30579', 'ses=353']"
391,USER_START,(1643049541.877:2564),"pid=30579 uid=0 auid=0 ses=353 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30579', 'auid=0', ""ses=353 msg='op=PAM:session_open""]"
392,CRED_DISP,(1643049541.881:2565),"pid=30579 uid=0 auid=0 ses=353 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30579', 'auid=0', ""ses=353 msg='op=PAM:setcred""]"
393,USER_END,(1643049541.881:2566),"pid=30579 uid=0 auid=0 ses=353 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30579', 'auid=0', ""ses=353 msg='op=PAM:session_close""]"
394,SERVICE_START,(1643049552.625:2567),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
395,SERVICE_STOP,(1643049552.625:2568),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
396,USER_ACCT,(1643051341.912:2569),"pid=30657 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30657', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
397,CRED_ACQ,(1643051341.912:2570),"pid=30657 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30657', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
398,LOGIN,(1643051341.912:2571),pid=30657 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=354 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=30657', 'ses=354']"
399,USER_START,(1643051341.916:2572),"pid=30657 uid=0 auid=0 ses=354 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30657', 'auid=0', ""ses=354 msg='op=PAM:session_open""]"
400,CRED_DISP,(1643051341.920:2573),"pid=30657 uid=0 auid=0 ses=354 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30657', 'auid=0', ""ses=354 msg='op=PAM:setcred""]"
401,USER_END,(1643051341.920:2574),"pid=30657 uid=0 auid=0 ses=354 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30657', 'auid=0', ""ses=354 msg='op=PAM:session_close""]"
402,SERVICE_START,(1643051353.192:2575),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
403,SERVICE_STOP,(1643051353.192:2576),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
404,USER_ACCT,(1643051821.938:2577),"pid=30734 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30734', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
405,CRED_ACQ,(1643051821.938:2578),"pid=30734 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30734', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
406,LOGIN,(1643051821.942:2579),pid=30734 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=355 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=30734', 'ses=355']"
407,USER_START,(1643051821.942:2580),"pid=30734 uid=0 auid=0 ses=355 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30734', 'auid=0', ""ses=355 msg='op=PAM:session_open""]"
408,CRED_DISP,(1643051821.946:2581),"pid=30734 uid=0 auid=0 ses=355 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30734', 'auid=0', ""ses=355 msg='op=PAM:setcred""]"
409,USER_END,(1643051821.950:2582),"pid=30734 uid=0 auid=0 ses=355 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30734', 'auid=0', ""ses=355 msg='op=PAM:session_close""]"
410,USER_ACCT,(1643053141.983:2583),"pid=30739 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30739', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
411,CRED_ACQ,(1643053141.987:2584),"pid=30739 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30739', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
412,LOGIN,(1643053141.987:2585),pid=30739 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=356 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=30739', 'ses=356']"
413,USER_START,(1643053141.991:2586),"pid=30739 uid=0 auid=0 ses=356 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30739', 'auid=0', ""ses=356 msg='op=PAM:session_open""]"
414,CRED_DISP,(1643053141.995:2587),"pid=30739 uid=0 auid=0 ses=356 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30739', 'auid=0', ""ses=356 msg='op=PAM:setcred""]"
415,USER_END,(1643053141.995:2588),"pid=30739 uid=0 auid=0 ses=356 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30739', 'auid=0', ""ses=356 msg='op=PAM:session_close""]"
416,SERVICE_START,(1643053152.627:2589),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
417,SERVICE_STOP,(1643053152.627:2590),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
418,USER_ACCT,(1643054941.018:2591),"pid=30814 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30814', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
419,CRED_ACQ,(1643054941.022:2592),"pid=30814 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30814', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
420,LOGIN,(1643054941.022:2593),pid=30814 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=357 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=30814', 'ses=357']"
421,USER_START,(1643054941.026:2594),"pid=30814 uid=0 auid=0 ses=357 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30814', 'auid=0', ""ses=357 msg='op=PAM:session_open""]"
422,CRED_DISP,(1643054941.030:2595),"pid=30814 uid=0 auid=0 ses=357 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30814', 'auid=0', ""ses=357 msg='op=PAM:setcred""]"
423,USER_END,(1643054941.030:2596),"pid=30814 uid=0 auid=0 ses=357 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30814', 'auid=0', ""ses=357 msg='op=PAM:session_close""]"
424,SERVICE_START,(1643054953.138:2597),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
425,SERVICE_STOP,(1643054953.138:2598),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
426,USER_ACCT,(1643055421.048:2599),"pid=30892 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30892', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
427,CRED_ACQ,(1643055421.048:2600),"pid=30892 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30892', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
428,LOGIN,(1643055421.048:2601),pid=30892 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=358 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=30892', 'ses=358']"
429,USER_START,(1643055421.056:2602),"pid=30892 uid=0 auid=0 ses=358 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30892', 'auid=0', ""ses=358 msg='op=PAM:session_open""]"
430,CRED_DISP,(1643055421.060:2603),"pid=30892 uid=0 auid=0 ses=358 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30892', 'auid=0', ""ses=358 msg='op=PAM:setcred""]"
431,USER_END,(1643055421.060:2604),"pid=30892 uid=0 auid=0 ses=358 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30892', 'auid=0', ""ses=358 msg='op=PAM:session_close""]"
432,SERVICE_START,(1643055774.436:2605),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=apt-daily comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=apt-daily"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
433,SERVICE_STOP,(1643055774.436:2606),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=apt-daily comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=apt-daily"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
434,USER_ACCT,(1643056741.077:2607),"pid=30984 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30984', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
435,CRED_ACQ,(1643056741.081:2608),"pid=30984 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30984', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
436,LOGIN,(1643056741.081:2609),pid=30984 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=359 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=30984', 'ses=359']"
437,USER_START,(1643056741.085:2610),"pid=30984 uid=0 auid=0 ses=359 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30984', 'auid=0', ""ses=359 msg='op=PAM:session_open""]"
438,CRED_DISP,(1643056741.089:2611),"pid=30984 uid=0 auid=0 ses=359 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30984', 'auid=0', ""ses=359 msg='op=PAM:setcred""]"
439,USER_END,(1643056741.089:2612),"pid=30984 uid=0 auid=0 ses=359 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30984', 'auid=0', ""ses=359 msg='op=PAM:session_close""]"
440,SERVICE_START,(1643056752.969:2613),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
441,SERVICE_STOP,(1643056752.969:2614),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
442,USER_ACCT,(1643058541.120:2615),"pid=31061 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=31061', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
443,CRED_ACQ,(1643058541.120:2616),"pid=31061 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=31061', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
444,LOGIN,(1643058541.120:2617),pid=31061 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=360 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=31061', 'ses=360']"
445,USER_START,(1643058541.124:2618),"pid=31061 uid=0 auid=0 ses=360 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=31061', 'auid=0', ""ses=360 msg='op=PAM:session_open""]"
446,CRED_DISP,(1643058541.128:2619),"pid=31061 uid=0 auid=0 ses=360 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=31061', 'auid=0', ""ses=360 msg='op=PAM:setcred""]"
447,USER_END,(1643058541.128:2620),"pid=31061 uid=0 auid=0 ses=360 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=31061', 'auid=0', ""ses=360 msg='op=PAM:session_close""]"
448,SERVICE_START,(1643058552.640:2621),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
449,SERVICE_STOP,(1643058552.640:2622),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
450,USER_ACCT,(1643059021.142:2623),"pid=31132 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=31132', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
451,CRED_ACQ,(1643059021.142:2624),"pid=31132 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=31132', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
